Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
84,Northern,Delhi,Delhi,National Zoological Park ,Zoo,1959,3.0,4.0,20,Yes,Friday,Environmental,Yes,0.56,All
85,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.4,4.4,200,Yes,,Religious,Yes,0.1,Evening
86,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,0.7,4.3,100,Yes,,Shopping,Yes,1.19,All 
87,Southern,Karnataka,Coorg,Abbey Falls,Waterfall,Unknown,0.6,3.9,10,No,,Nature,Yes,0.78,All
88,Northern,Rajasthan,Udaipur,City Palace,Palace,1559,2.3,4.3,50,Yes,,Historical,Yes,0.35,Afternoon
89,Southern,Kerala,Kochi,LuLu International Shopping Mall,Mall,2013,5.3,4.9,10,Yes,,Shopping,Yes,1.46,All 
90,Northern,Rajasthan,Jaipur,City Palace,Palace,1727,4.2,4.6,50,Yes,,Historical,Yes,0.89,Anytime
91,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,5.0,4.8,10,Yes,,Religious,Yes,0.22,Afternoon
92,Northern,Delhi,Delhi,National Gallery of Modern Art,Museum,1954,5.2,4.3,0,Yes,Monday,Artistic,Yes,0.1,All
93,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,3.9,4.7,50,Yes,,Shopping,Yes,1.44,Morning
94,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.4,4.6,200,No,,Religious,Yes,1.12,Evening
95,Northern,Delhi,Delhi,Akshardham Temple,Temple,2005,5.2,4.4,10,Yes,,Religious,No,1.0,Afternoon
96,Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,1.0,4.1,20,No,,Wildlife,Yes,0.1,Afternoon
97,Southern,Telangana,Hyderabad,Nehru Zoological Park,Zoo,1963,5.4,4.3,50,Yes,,Wildlife,Yes,0.68,Evening
98,Eastern,Odisha,Bhubaneswar,Nandankanan Zoological Park,Zoo,1960,4.0,4.0,500,Yes,Monday,Wildlife,Yes,0.62,Evening
99,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,2.1,4.4,20,Yes,,Recreational,Yes,0.1,All
100,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,3.5,4.5,500,No,,Nature,Yes,0.24,Night
101,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,4.1,4.0,50,No,,Wildlife,Yes,0.1,Morning
102,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,4.4,4.7,100,No,,Adventure,Yes,0.1,Night
103,Eastern,West Bengal,Kolkata,Alipore Zoological Gardens,Zoo,1876,0.9,4.4,20,Yes,,Wildlife,Yes,0.68,Anytime
104,Northern,Delhi,Delhi,Sunder Nursery,Park,1600,1.3,5.0,50,Yes,,Botanical,Yes,0.5,Anytime
105,Southern,Goa,Goa,Chapora Fort,Fort,1617,3.6,4.2,10,Yes,,Historical,Yes,0.27,Anytime
106,Northern,Rajasthan,Pushkar,Pushkar Lake,Temple,1400,3.5,4.5,500,No,,Religious,Yes,1.49,Anytime
107,Southern,Telangana,Hyderabad,Charminar,Landmark,1591,1.8,4.3,100,Yes,Friday,Historical,Yes,2.04,Anytime
108,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.2,4.1,10,Yes,,Recreational,Yes,0.73,Afternoon
109,Northern,Rajasthan,Bikaner,Junagarh Fort,Fort,1589,5.5,4.6,0,Yes,,Historical,Yes,0.48,Afternoon
110,Northern,Haryana,Gurugram,DLF CyberHub,Commercial Complex,Unknown,4.0,4.4,100,Yes,,Entertainment,Yes,0.57,Morning
111,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,4.2,4.3,100,No,,Nature,Yes,0.19,All
112,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,4.5,4.4,20,No,,Religious,No,0.38,Afternoon
113,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,2.0,5.0,20,No,,Historical,Yes,0.1,All 
114,Southern,Kerala,Thekkady,Periyar National Park,National Park,1982,5.3,4.2,50,No,,Wildlife,Yes,0.21,All
115,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.6,4.5,500,Yes,,Wildlife,Yes,0.1,All
116,Western,Maharastra,Mumbai,Mahalaxmi Temple,Temple,1831,0.7,4.7,20,Yes,,Religious,No,0.1,Night
117,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,3.3,4.7,200,No,,Religious,Yes,0.1,All 
118,Western,Maharastra,Mumbai,Essel World,Amusement Park,1986,3.1,4.6,200,Yes,,Recreational,Yes,0.29,Night
119,Eastern,Jharkhand,Deoghar,Baba Baidyanath Temple,Temple,Unknown,2.0,4.9,0,Yes,,Religious,Yes,1.85,Afternoon
120,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,1.2,4.4,50,No,,Recreational,Yes,0.18,All
121,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,2.9,4.7,50,No,,Nature,Yes,0.1,Morning
122,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.5,4.6,50,No,,Natural Wonder,Yes,0.48,All 
123,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,3.2,4.7,100,Yes,,Shopping,Yes,1.6,Night
124,Southern,Karnataka,Badami,Badami Cave Temples,Cave,600,0.7,4.5,100,No,,Religious,No,0.38,Afternoon
125,Western,Maharastra,Mumbai,Sanjay Gandhi National Park,National Park,1996,4.3,4.4,50,Yes,Monday,Wildlife,Yes,0.86,All 
126,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,5.2,4.8,20,No,,Nature,Yes,0.1,Afternoon
127,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,4.6,4.6,50,No,,Nature,Yes,0.86,All
128,Southern,Goa,Goa,Aguada Beach,Beach,Unknown,2.4,4.5,500,Yes,,Scenic,Yes,0.56,All
129,Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,1.9,4.1,0,Yes,Monday,Historical,Yes,0.48,All
130,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,5.1,4.4,100,No,,Religious,Yes,0.1,Afternoon
131,Southern,Telangana,Hyderabad,Hussain Sagar Lake,Lake,1563,4.6,4.2,10,Yes,,Scenic,Yes,0.1,Morning
132,Northern,Haryana,Gurugram,Kingdom of Dreams,Entertainment,2010,3.7,4.6,50,Yes,Monday,Entertainment,Yes,0.18,Night
133,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,5.2,4.6,500,Yes,,Adventure,Yes,0.26,Evening
134,Western,Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,1.1,4.1,10,Yes,,Recreational,Yes,0.1,Evening
135,Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,5.1,4.3,50,No,,Nature,Yes,0.94,Evening
136,Southern,Kerala,Kochi,Wonderla Amusement Park,Amusement Park,2016,5.3,4.5,200,Yes,,Entertainment,Yes,0.67,All 
137,Northern,Delhi,Delhi,Jantar Mantar,Observatory,1724,1.9,3.9,10,Yes,,Scientific,Yes,0.1,Night
138,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,4.7,4.6,200,No,,Wildlife,Yes,0.1,Afternoon
139,Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,3.5,4.5,10,No,,Historical,Yes,0.59,Afternoon
140,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,3.8,3.6,100,Yes,,Nature,Yes,0.1,Anytime
141,Northern,Delhi,Delhi,Red Fort,Fort,1648,1.8,4.3,100,Yes,,Historical,Yes,1.39,Evening
142,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.1,4.2,0,Yes,,Historical,Yes,0.59,Morning
143,Western,Gujarat,Gandhinagar,Akshardham,Temple,1992,3.7,4.2,500,Yes,Monday,Religious,No,0.35,Anytime
144,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,1.9,3.9,10,Yes,,Recreational,Yes,0.21,Evening
145,Southern,Telangana,Hyderabad,Birla Mandir,Temple,1976,5.0,4.8,200,Yes,,Religious,No,0.48,Afternoon
146,Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,2.8,4.5,50,No,,Religious,Yes,0.1,Night
147,Southern,Goa,Goa,Basilica of Bom Jesus,Church,1605,3.0,4.6,0,Yes,,Historical,Yes,0.82,All
148,Southern,Kerala,Kochi,Kerala Folklore Museum,Cultural,2009,4.7,4.6,200,Yes,Monday,Cultural,Yes,0.18,Anytime
149,Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,0.6,4.7,10,No,,Recreational,Yes,0.16,Afternoon
150,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,1.4,4.4,10,Yes,,Nature,Yes,1.51,Afternoon
151,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,5.2,4.3,10,Yes,,Historical,Yes,0.1,All 
152,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,1.5,4.3,200,Yes,,Cultural,Yes,0.24,All
153,Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,3.4,4.9,500,No,,Recreational,Yes,0.1,All
154,Eastern,Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,5.5,4.5,50,Yes,,Religious,Yes,0.29,Morning
155,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.3,50,Yes,,Wildlife,Yes,0.1,Afternoon
156,Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.7,4.5,50,Yes,,Agricultural,Yes,0.1,Afternoon
157,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,5.0,4.8,50,No,,Religious,No,0.55,All
158,Western,Maharastra,Mumbai,Elephanta Caves,Monument,1987,2.6,4.1,500,Yes,,Historical,Yes,0.1,Morning
159,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,3.8,4.9,10,Yes,,Historical,Yes,0.1,Evening
160,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,4.0,4.4,50,Yes,,Wildlife,Yes,0.27,Evening
161,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,1.1,4.4,20,No,,Nature,Yes,0.81,Afternoon
162,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,1.9,4.3,20,Yes,,Nature,Yes,0.1,Evening
163,Western,Gujarat,Bhuj,White Desert,Site,1950,5.1,4.8,500,Yes,,Nature,Yes,0.1,Morning
164,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,4.6,4.8,10,Yes,,Religious,No,0.57,Afternoon
165,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,2.4,4.6,100,Yes,,Religious,No,0.1,All 
166,Western,Maharastra,Mumbai,Chowpatty Beach,Beach,Unknown,3.8,4.4,100,Yes,,Recreational,Yes,0.1,Afternoon
167,Southern,Karnataka,Bangalore,ISKCON Temple Bangalore,Temple,1997,4.8,4.2,50,Yes,,Religious,Yes,2.33,Morning
168,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,2.5,4.8,50,Yes,,Religious,No,0.1,All 
169,Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,3.3,3.8,200,Yes,,Recreational,Yes,0.1,Night
170,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2.3,4.8,20,No,,Nature,Yes,0.1,Night
171,Eastern,Odisha,Konark,Sun Temple,Temple,1250,5.0,4.7,10,Yes,,Historical,Yes,0.45,Anytime
172,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,4.4,4.8,500,No,,Nature,Yes,0.1,All
173,Northern,Delhi,Delhi,Waste to Wonder Park,Theme Park,2019,5.0,4.2,500,Yes,Monday,Environmental,Yes,0.3,Anytime
174,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,4.4,4.2,200,No,,Historical,Yes,0.1,All 
175,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,2.5,4.5,200,Yes,,Cultural,Yes,0.1,Anytime
176,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.6,10,Yes,,Historical,Yes,1.05,Morning
177,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,4.9,4.4,500,No,,Nature,Yes,0.12,Night
178,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,1.3,4.3,0,No,,Nature,Yes,0.1,All
179,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.6,4.5,500,Yes,,Nature,Yes,1.44,Night
180,Eastern,Bihar,Patna,Budhha Smriti Park,Park,Unknown,0.8,4.6,100,Yes,,Cultural,Yes,0.34,Night
181,Eastern,West Bengal,Kolkata,Science City Kolkata,Science,1997,5.7,4.3,200,Yes,,Educational,Yes,0.86,Morning
182,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,5.7,3.6,0,Yes,,Recreational,Yes,0.1,Afternoon
183,Southern,Telangana,Hyderabad,Birla Mandir,Temple,1976,4.7,4.9,20,Yes,,Religious,No,0.1,Evening
184,Northern,Punjab,Amritsar,Golden Temple (Harmandir Sahib),Religious Site,1604,0.5,4.8,20,Yes,,Spiritual,Yes,2.09,Anytime
185,Southern,Goa,Goa,Baga Beach,Beach,Unknown,1.2,4.6,20,Yes,,Scenic,Yes,0.1,All 
186,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,5.6,4.8,0,Yes,Monday,Cultural,Yes,0.61,Anytime
187,Northern,Punjab,Chandigarh,Rock Garden,Sculpture Garden,1976,4.1,4.3,500,Yes,,Artistic,Yes,0.63,All 
188,Northern,Rajasthan,Jaipur,Albert Hall Museum,Museum,1887,4.9,4.4,0,Yes,,Historical,Yes,0.28,All
189,Northern,Rajasthan,Jaipur,Hawa Mahal,Palace,1799,4.4,4.6,100,Yes,,Architectural,Yes,1.9,All
190,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,3.2,4.7,0,Yes,,Religious,Yes,0.62,Afternoon
191,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,6.0,4.5,20,Yes,Monday,Historical,Yes,0.35,Morning
192,Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.6,4.0,20,Yes,,Nature,Yes,0.13,All 
193,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,2.9,4.7,50,Yes,,Recreational,Yes,0.1,Anytime
194,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.5,200,No,,Historical,Yes,0.1,Anytime
195,Central,Uttar Pradesh,Greater Noida,The Grand Venice Mall,Mall,Unknown,1.6,4.2,0,Yes,,Shopping,Yes,0.27,Night
196,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,5.2,4.7,10,No,,Nature,Yes,0.1,Afternoon
197,Southern,Telangana,Hyderabad,Golconda Fort,Fort,1600,2.5,4.3,20,Yes,,Historical,Yes,0.83,Afternoon
198,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,4.6,4.3,20,No,,Wildlife,Yes,0.1,All 
199,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,3.4,4.8,100,No,,Religious,No,2.2,All 
200,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,0.8,4.6,200,Yes,,Religious,No,0.18,All 
201,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,3.2,4.3,50,Yes,,Historical,Yes,0.77,Night
202,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,5.0,3.7,50,No,,Historical,Yes,0.1,Night
203,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,3.3,4.5,20,Yes,,Historical,Yes,0.36,All
204,Western,Gujarat,Somnath,Somnath Temple,Temple,1951,3.5,4.8,20,No,,Religious,No,0.5,Night
205,Western,Gujarat,Rann of Kutch,Rann Utsav,Cultural,Unknown,6.0,4.7,10,Yes,,Cultural,Yes,0.33,All 
206,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,2.5,3.9,50,Yes,,Cultural,Yes,0.1,Anytime
207,Northern,Delhi,Delhi,Akshardham Temple,Temple,2005,0.7,4.9,50,Yes,,Religious,No,0.1,All 
208,Eastern,West Bengal,Kolkata,Eden Gardens,Cricket Ground,1864,5.5,4.2,0,Yes,,Sports,Yes,0.1,Evening
209,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,3.8,4.5,0,No,,Historical,Yes,0.1,Anytime
210,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,2.2,4.6,20,Yes,,Shopping,Yes,1.72,Anytime
211,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,2.4,4.6,200,Yes,,Architectural,No,0.42,All 
212,Southern,Goa,Goa,Dr. Salim Ali Bird Santuary,Bird Sanctuary,1988,1.0,4.0,200,Yes,,Wildlife,Yes,0.15,Night
213,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.4,4.2,50,No,,Nature,Yes,0.1,Anytime
214,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,5.9,4.6,100,Yes,Monday,Historical,Yes,0.21,Morning
215,Western,Maharastra,Mumbai,Marine Drive,Promenade,Unknown,3.0,4.5,10,Yes,,Scenic,Yes,1.1,Evening
216,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,4.1,4.6,0,Yes,,Historical,Yes,0.27,Night
217,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,0.6,4.7,200,Yes,,Historical,Yes,0.28,All 
218,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,3.9,4.4,200,No,,Nature,Yes,0.26,All
219,Southern,Goa,Goa,Fort Aguada,Fort,1612,0.8,4.1,0,Yes,,Historical,Yes,1.09,Morning
220,Northern,Rajasthan,Udaipur,City Palace,Palace,1559,2.7,4.7,0,Yes,,Historical,Yes,0.1,Evening
221,Southern,Karnataka,Bengaluru,Orion Mall,Mall,2012,5.8,4.7,10,Yes,,Shopping,Yes,1.68,All 
222,Eastern,West Bengal,Kolkata,Dakshineswar Kali Temple,Temple,1855,4.1,4.9,10,Yes,,Religious,Yes,0.65,Night
223,Southern,Kerala,Kumarakom,Kumarakom Bird Sanctuary,Bird Sanctuary,1972,2.9,3.5,10,Yes,,Wildlife,Yes,0.39,Night
224,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,0.6,4.5,20,Yes,,Historical,Yes,0.16,Night
225,Southern,Telangana,Hyderabad,Birla Mandir,Temple,1976,4.9,4.6,500,Yes,,Religious,No,0.41,Night
226,Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,5.2,4.6,50,Yes,Monday,Historical,Yes,0.84,Night
227,Western,Gujarat,Junagadh,Gir National Park,National Park,1965,4.9,4.5,50,No,,Wildlife,Yes,0.18,Evening
228,Eastern,West Bengal,Kolkata,Dakshineswar Kali Temple,Temple,1855,5.1,4.7,20,Yes,,Religious,Yes,1.12,All
229,Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,4.8,4.6,200,No,,Nature,Yes,0.1,Anytime
230,Southern,Telangana,Hyderabad,Chowmahalla Palace,Palace,1800,3.3,4.6,200,Yes,,Historical,Yes,0.41,Night
231,Southern,Telangana,Hyderabad,Lumbini Park,Park,1994,1.2,3.9,20,Yes,,Recreational,Yes,0.1,All
232,Western,Maharastra,Mumbai,Elephanta Caves,Monument,1987,2.9,4.2,0,Yes,,Historical,Yes,0.1,All 
233,Southern,Telangana,Hyderabad,Salar Jung Museum,Museum,1951,5.0,4.1,500,Yes,,Historical,Yes,0.16,Night
234,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,4.9,4.8,100,Yes,,Religious,Yes,0.49,Morning
235,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,4.3,4.4,10,Yes,,Recreational,Yes,0.1,Morning
236,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,5.8,4.5,500,Yes,,Religious,No,0.1,Morning
237,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,5.9,4.1,100,No,,Recreational,Yes,0.58,Morning
238,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,2.9,4.1,0,Yes,,Nature,Yes,0.1,Night
239,Southern,Telangana,Hyderabad,Inorbit Mall Cyberabad,Mall,2004,4.6,4.4,200,Yes,,Shopping,Yes,1.32,Anytime
240,Western,Gujarat,Somnath,Somnath Temple,Temple,1951,3.8,5.0,500,No,,Religious,No,0.45,All
241,North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,Natural Feature,Unknown,5.7,4.7,20,No,,Nature,Yes,0.1,All 
242,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.7,4.3,20,Yes,,Nature,Yes,0.1,Morning
243,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,3.1,4.4,500,No,,Nature,Yes,0.12,Afternoon
244,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,5.1,4.7,200,Yes,,Religious,No,0.22,Morning
245,Western,Maharastra,Mumbai,Mahalaxmi Temple,Temple,1831,0.8,4.5,50,Yes,,Religious,No,0.28,All
246,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,0.7,4.5,10,No,,Wildlife,No,0.1,All
247,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.6,4.3,200,No,,Nature,Yes,1.43,All
248,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.0,4.9,10,Yes,,Historical,Yes,0.47,Morning
249,Western,Gujarat,Ahmedabad,Science City,Science,2002,2.5,4.0,0,Yes,Monday,Educational,Yes,0.64,Afternoon
250,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,2.2,4.6,10,Yes,,Religious,No,0.1,Night
251,Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,3.2,4.4,500,Yes,Monday,Historical,Yes,0.44,Evening
252,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,3.6,5.0,50,Yes,,Nature,Yes,0.1,Afternoon
253,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,4.9,4.4,100,No,,Natural Wonder,Yes,0.89,Anytime
254,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,1.7,4.3,50,Yes,Monday,Wildlife,Yes,0.23,Night
255,Western,Maharastra,Mumbai,Gateway of India,Monument,1924,4.2,4.5,50,Yes,,Historical,Yes,3.85,Afternoon
256,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,1.1,4.7,500,Yes,,Religious,No,0.56,Evening
257,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,2.8,4.2,500,No,,Nature,Yes,0.1,Morning
258,Northern,Uttarakhand,Kedarnath,Kedarnath,Temple,Unknown,2.0,4.6,20,No,,Religious,No,1.94,All 
259,Central,Uttar Pradesh,Lucknow,Phoenix Palassio,Mall,2020,5.6,4.4,100,Yes,,Shopping,Yes,0.56,Anytime
260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,3.5,4.7,100,Yes,,Historical,Yes,0.69,Anytime
261,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,2.2,4.6,10,No,,Nature,Yes,0.1,All 
262,Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,3.2,4.5,100,No,,Historical,Yes,0.18,Anytime
263,Eastern,Jharkhand,Ranchi,Pahari Mandir,Temple,Unknown,5.0,4.7,100,Yes,,Religious,Yes,0.1,Morning
264,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,0.6,4.5,50,Yes,,Religious,Yes,0.3,All
265,Central,Uttar Pradesh,Agra,Agra Fort,Fort,1565,4.6,4.8,500,Yes,,Historical,Yes,1.46,Afternoon
266,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.6,4.3,20,No,,Nature,Yes,0.64,Evening
267,Southern,Goa,Goa,Chapora Fort,Fort,1617,1.4,4.0,10,Yes,,Historical,Yes,0.28,All
268,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,0.5,4.5,100,No,,Religious,No,0.34,Afternoon
269,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.6,5.0,100,Yes,,Religious,No,0.85,Afternoon
270,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.6,3.9,50,Yes,,Recreational,Yes,0.48,All
271,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.4,4.6,200,No,,Recreational,Yes,0.38,Night
272,Central,Madhya Pradesh,Bhopal,Madhya Pradesh Tribal Museum,Museum,2013,2.7,4.4,100,Yes,Monday,Cultural,Yes,0.34,All
273,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,3.0,4.7,10,Yes,,Nature,Yes,0.39,Morning
274,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,2.1,4.2,200,Yes,,Cultural,Yes,0.23,All
275,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,5.6,4.7,200,Yes,,Wildlife,Yes,1.01,Night
276,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,5.2,5.0,50,No,,Religious,No,0.41,Anytime
277,Southern,Kerala,Kochi,Fort Kochi,Site,1503,3.6,4.4,500,Yes,,Historical,Yes,0.1,Afternoon
278,Western,Gujarat,Ahmedabad,Science City,Science,2002,0.8,4.2,100,Yes,Monday,Educational,Yes,0.1,Night
279,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,4.2,4.4,50,Yes,,Cultural,Yes,0.1,All
280,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,0.8,4.4,20,Yes,Friday,Historical,Yes,0.7,All
281,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,5.5,4.6,20,No,,Nature,Yes,0.19,All
282,Southern,Karnataka,Bangalore,Vidhana Soudha,Government Building,1956,4.3,4.8,20,Yes,,Architectural,No,0.67,Evening
283,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,3.4,4.5,10,No,,Nature,Yes,1.28,Afternoon
284,Southern,Karnataka,Chikmagalur,Mullayanagiri,Mountain Peak,Unknown,1.8,4.5,20,No,,Nature,Yes,0.1,Afternoon
285,Western,Maharastra,Mumbai,Elephanta Caves,Monument,1987,4.0,4.1,50,Yes,,Historical,Yes,1.07,Night
286,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,4.9,4.9,10,Yes,,Religious,No,0.61,Morning
287,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,4.8,4.6,10,No,,Religious,No,0.32,All
